stadium_number,entry_course_actual,race_wind_direction_number,races,wins,win_rate,nige_wins,nige_rate,low_sample
9,2,12,312,35,0.1122,0,0.0,0
9,2,14,662,76,0.1148,0,0.0,0
9,2,16,3,1,0.3333,0,0.0,1
9,2,17,238,21,0.0882,0,0.0,0
9,2,2,5,0,0.0,0,0.0,1
9,2,4,731,103,0.1409,0,0.0,0
9,2,6,1369,204,0.149,0,0.0,0
9,2,8,20,3,0.15,0,0.0,0
9,3,10,1,0,0.0,0,0.0,1
9,3,12,312,42,0.1346,0,0.0,0
9,3,14,662,74,0.1118,0,0.0,0
9,3,16,3,0,0.0,0,0.0,1
9,3,17,238,29,0.1218,0,0.0,0
9,3,2,5,1,0.2,0,0.0,1
9,3,4,731,76,0.104,0,0.0,0
9,3,6,1369,157,0.1147,0,0.0,0
9,3,8,20,1,0.05,0,0.0,0
9,4,10,1,0,0.0,0,0.0,1
9,4,12,312,33,0.1058,0,0.0,0
9,4,14,662,63,0.0952,0,0.0,0
9,4,16,3,0,0.0,0,0.0,1
9,4,17,238,18,0.0756,0,0.0,0
9,4,2,5,0,0.0,0,0.0,1
9,4,4,731,73,0.0999,0,0.0,0
9,4,6,1369,135,0.0986,0,0.0,0
9,4,8,20,3,0.15,0,0.0,0
9,5,10,1,0,0.0,0,0.0,1
9,5,12,312,30,0.0962,0,0.0,0
9,5,14,662,39,0.0589,0,0.0,0
9,5,16,3,0,0.0,0,0.0,1
9,5,17,238,10,0.042,0,0.0,0
9,5,2,5,0,0.0,0,0.0,1
9,5,4,731,47,0.0643,0,0.0,0
9,5,6,1369,84,0.0614,0,0.0,0
9,5,8,20,1,0.05,0,0.0,0
9,6,10,1,0,0.0,0,0.0,1
9,6,12,310,4,0.0129,0,0.0,0
9,6,14,657,15,0.0228,0,0.0,0
9,6,16,3,0,0.0,0,0.0,1
9,6,17,237,3,0.0127,0,0.0,0
9,6,2,5,0,0.0,0,0.0,1
9,6,4,724,17,0.0235,0,0.0,0
9,6,6,1357,25,0.0184,0,0.0,0
9,6,8,20,0,0.0,0,0.0,0
